"Wavelength, µm",n,k
0.3,1.0002915988827232,0.0
0.30251256281407035,1.0002912242171311,0.0
0.3050251256281407,1.0002908964561987,0.0
0.307537688442211,1.0002905799849735,0.0
0.3100502512562814,1.0002902635137483,0.0
0.31256281407035175,1.000289947042523,0.0
0.3150753768844221,1.0002896305712978,0.0
0.31758793969849247,1.0002893141000726,0.0
0.3201005025125628,1.0002890437530092,0.0
0.32261306532663314,1.0002887736284098,0.0
0.3251256281407035,1.0002885035038105,0.0
0.32763819095477387,1.000288233379211,0.0
0.33015075376884423,1.0002879632546116,0.0
0.3326633165829146,1.0002877000368353,0.0
0.3351758793969849,1.0002874673678928,0.0
0.33768844221105526,1.0002872346989502,0.0
0.3402010050251256,1.0002870020300079,0.0
0.342713567839196,1.0002867693610653,0.0
0.34522613065326635,1.000286536692123,0.0
0.34773869346733666,1.000286315476046,0.0
0.350251256281407,1.000286113462525,0.0
0.3527638190954774,1.000285911449004,0.0
0.35527638190954774,1.000285709435483,0.0
0.3577889447236181,1.0002855074219619,0.0
0.3603015075376884,1.0002853054084409,0.0
0.3628140703517588,1.0002851176723464,0.0
0.36532663316582914,1.000284941027387,0.0
0.3678391959798995,1.000284764382428,0.0
0.37035175879396987,1.0002845877374686,0.0
0.3728643216080402,1.0002844110925093,0.0
0.37537688442211053,1.00028423444755,0.0
0.3778894472361809,1.0002840737445227,0.0
0.38040201005025126,1.000283918298941,0.0
0.3829145728643216,1.0002837628533592,0.0
0.38542713567839193,1.0002836074077777,0.0
0.3879396984924623,1.000283451962196,0.0
0.39045226130653266,1.0002832965166142,0.0
0.392964824120603,1.0002831578904237,0.0
0.3954773869346734,1.0002830203149984,0.0
0.3979899497487437,1.0002828827395729,0.0
0.40050251256281405,1.0002827451641476,0.0
0.4030150753768844,1.0002826075887221,0.0
0.4055276381909548,1.0002824719930208,0.0
0.40804020100502514,1.0002823495995286,0.0
0.41055276381909545,1.0002822272060363,0.0
0.4130653266331658,1.000282104812544,0.0
0.41557788944723617,1.0002819824190519,0.0
0.41809045226130653,1.0002818600255596,0.0
0.4206030150753769,1.0002817417835308,0.0
0.4231155778894472,1.0002816323795987,0.0
0.42562814070351757,1.0002815229756665,0.0
0.42814070351758793,1.0002814135717344,0.0
0.4306532663316583,1.0002813041678025,0.0
0.43316582914572865,1.0002811947638703,0.0
0.43567839195979896,1.00028109105109,0.0
0.4381909547738694,1.0002809928325982,0.0
0.4407035175879397,1.0002808946141062,0.0
0.44321608040201005,1.0002807963956142,0.0
0.4457286432160804,1.0002806981771222,0.0
0.4482412060301507,1.0002805999586302,0.0
0.45075376884422114,1.0002805085028248,0.0
0.45326633165829144,1.0002804199729958,0.0
0.4557788944723618,1.0002803314431667,0.0
0.45829145728643217,1.000280242913338,0.0
0.4608040201005025,1.000280154383509,0.0
0.4633165829145729,1.00028006585368,0.0
0.4658291457286432,1.000279984809689,0.0
0.46834170854271356,1.0002799047174593,0.0
0.4708542713567839,1.0002798246252296,0.0
0.47336683417085423,1.000279744533,0.0
0.47587939698492465,1.0002796644407703,0.0
0.47839195979899496,1.000279584912736,0.0
0.4809045226130653,1.000279512205263,0.0
0.4834170854271357,1.0002794394977899,0.0
0.485929648241206,1.0002793667903167,0.0
0.4884422110552764,1.0002792940828436,0.0
0.4909547738693467,1.0002792213753704,0.0
0.4934673366834171,1.000279150392477,0.0
0.49597989949748744,1.0002790841781508,0.0
0.49849246231155775,1.0002790179638246,0.0
0.5010050251256282,1.0002789517494983,0.0
0.5035175879396985,1.000278885535172,0.0
0.5060301507537688,1.0002788193208458,0.0
0.5085427135678392,1.0002787557141986,0.0
0.5110552763819095,1.0002786952335554,0.0
0.5135678391959799,1.0002786347529122,0.0
0.5160804020100502,1.000278574272269,0.0
0.5185929648241205,1.000278513791626,0.0
0.521105527638191,1.0002784533109825,0.0
0.5236180904522613,1.000278396103976,0.0
0.5261306532663317,1.0002783407066198,0.0
0.528643216080402,1.0002782853092635,0.0
0.5311557788944723,1.0002782299119073,0.0
0.5336683417085427,1.0002781745145508,0.0
0.536180904522613,1.0002781191171946,0.0
0.5386934673366834,1.0002780674888159,0.0
0.5412060301507537,1.0002780166149565,0.0
0.543718592964824,1.0002779657410972,0.0
0.5462311557788945,1.0002779148672378,0.0
0.5487437185929648,1.0002778639933785,0.0
0.5512562814070352,1.0002778132100023,0.0
