"Wavelength, µm",n,k
0.3,3.5043333333333337,1.968333333333334
0.30251256281407035,3.446985718064004,1.901459666754827
0.3050251256281407,3.4020240677069555,1.8670772282464956
0.307537688442211,3.357062417349908,1.832694789738165
0.3100502512562814,3.312332103555754,1.7986437885630686
0.31256281407035175,3.2789372813434263,1.780833216716494
0.3150753768844221,3.245542459131099,1.7630226448699193
0.31758793969849247,3.2121476369187714,1.7452120730233447
0.3201005025125628,3.1873047977985167,1.7367128499641065
0.32261306532663314,3.1636747427614265,1.7295340990667625
0.3251256281407035,3.1400446877243358,1.7223553481694185
0.32763819095477387,3.119875970762905,1.7183917313841939
0.33015075376884423,3.102744860666971,1.7172496573777982
0.3326633165829146,3.085613750571037,1.7161075833714026
0.3351758793969849,3.06868179607716,1.71510606797428
0.33768844221105526,3.058145242340736,1.718618252553088
0.3402010050251256,3.0476086886043117,1.7221304371318962
0.342713567839196,3.0370721348678877,1.7256426217107041
0.34522613065326635,3.028145420982463,1.7301917752025433
0.34773869346733666,3.022504973848836,1.7368577581786482
0.350251256281407,3.0168645267152088,1.7435237411547533
0.3527638190954774,3.0112240795815812,1.7501897241308584
0.35527638190954774,3.007589949748744,1.7576904522613066
0.3577889447236181,3.006632782962431,1.7663049533381192
0.3603015075376884,3.0056756161761187,1.7749194544149316
0.3628140703517588,3.0047184493898063,1.7835339554917444
0.36532663316582914,3.004797533120146,1.7926204659661946
0.3678391959798995,3.007995340338054,1.8031275468250343
0.37035175879396987,3.0111931475559617,1.813634627683874
0.3728643216080402,3.014390954773869,1.8241417085427136
0.37537688442211053,3.0175887619917767,1.8346487894015533
0.3778894472361809,3.0241230304062685,1.8462050506771146
0.38040201005025126,3.031149689123584,1.8579161485393068
0.3829145728643216,3.0381763478408996,1.8696272464014991
0.38542713567839193,3.0452030065582147,1.8813383442636913
0.3879396984924623,3.053021194683093,1.8933403306856864
0.39045226130653266,3.0645708785864807,1.9067136488896093
0.392964824120603,3.076120562489869,1.9200869670935323
0.3954773869346734,3.087670246393257,1.9334602852974552
0.3979899497487437,3.0992199302966448,1.9468336035013778
0.40050251256281405,3.1120017625440637,1.9604621990549764
0.4030150753768844,3.128689679741994,1.9749000600015
0.4055276381909548,3.1453775969399236,1.9893379209480238
0.40804020100502514,3.1620655141378538,2.0037757818945474
0.41055276381909545,3.1787534313357835,2.018213642841071
0.4130653266331658,3.195441348533713,2.0326515037875943
0.41557788944723617,3.219458064972751,2.0492394012315094
0.41809045226130653,3.244229811026966,2.066048800339727
0.4206030150753769,3.269001557081181,2.082858199447944
0.4231155778894472,3.2937733031353953,2.099667598556161
0.42562814070351757,3.31854504918961,2.1164769976643782
0.42814070351758793,3.349102177554439,2.1323082077051927
0.4306532663316583,3.396561697375768,2.1452815712549675
0.43316582914572865,3.444021217197097,2.158254934804743
0.43567839195979896,3.4914807370184247,2.1712282983545177
0.4381909547738694,3.5389402568397546,2.184201661904293
0.4407035175879397,3.5863997766610827,2.197175025454068
0.44321608040201005,3.633230665522735,2.2031288148057366
0.4457286432160804,3.6768941046696897,2.1737134452751565
0.4482412060301507,3.720557543816643,2.1442980757445773
0.45075376884422114,3.764220982963599,2.1148827062139968
0.45326633165829144,3.8078844221105523,2.0854673366834175
0.4557788944723618,3.851547861257507,2.0560519671528374
0.45829145728643217,3.8952113004044615,2.0266365976222573
0.4608040201005025,3.920968486500298,2.004128438804191
0.4633165829145729,3.936583283649888,1.9855326349260425
0.4658291457286432,3.9521980807994774,1.966936831047895
0.46834170854271356,3.9678128779490676,1.948341027169747
0.4708542713567839,3.9834276750986573,1.929745223291599
0.47336683417085423,3.9990424722482465,1.9111494194134517
0.47587939698492465,4.014657269397837,1.8925536155353033
0.47839195979899496,4.047933800581856,1.8772261042052367
0.4809045226130653,4.093292171383232,1.864134329542449
0.4834170854271357,4.138650542184608,1.8510425548796614
0.485929648241206,4.184008912985981,1.837950780216874
0.4884422110552764,4.229367283787358,1.824859005554086
0.4909547738693467,4.274725654588733,1.8117672308912987
0.4934673366834171,4.320084025390108,1.798675456228511
0.49597989949748744,4.364393707668778,1.7840584808098465
0.49849246231155775,4.376774451969995,1.7230044182263986
0.5010050251256282,4.389155196271211,1.6619503556429482
0.5035175879396985,4.401535940572427,1.6008962930595005
0.5060301507537688,4.4139166848736435,1.5398422304760526
0.5085427135678392,4.42629742917486,1.4787881678926023
0.5110552763819095,4.4386781734760765,1.4177341053091546
0.5135678391959799,4.451058917777293,1.3566800427257042
0.5160804020100502,4.463439662078509,1.2956259801422565
0.5185929648241205,4.454042211055277,1.257135745393635
0.521105527638191,4.438966834170854,1.2245282635399213
0.5236180904522613,4.423891457286432,1.191920781686209
0.5261306532663317,4.40881608040201,1.159313299832495
0.528643216080402,4.393740703517588,1.1267058179787828
0.5311557788944723,4.3786653266331665,1.0940983361250705
0.5336683417085427,4.363589949748744,1.0614908542713568
0.536180904522613,4.348514572864322,1.0288833724176445
0.5386934673366834,4.3334391959799,0.9962758905639307
0.5412060301507537,4.319653225310225,0.9764726899805151
0.543718592964824,4.30611615218952,0.9591411342426424
0.5462311557788945,4.292579079068814,0.9418095785047689
0.5487437185929648,4.279042005948108,0.9244780227668961
0.5512562814070352,4.265504932827402,0.9071464670290226
0.5537688442211055,4.2519678597066966,0.8898149112911498
0.5562814070351758,4.238430786585991,0.872483355553277
0.5587939698492462,4.224893713465286,0.8551517998154035
0.5613065326633166,4.2113566403445795,0.83782024407753
0.563819095477387,4.198092552313808,0.8211007275181877
0.5663316582914573,4.187686042151054,0.8107879696992425
0.5688442211055276,4.1772795319883,0.8004752118802972
0.571356783919598,4.166873021825546,0.7901624540613515
0.5738693467336684,4.156466511662791,0.7798496962424057
0.5763819095477387,4.146060001500038,0.7695369384234605
0.578894472361809,4.135653491337283,0.7592241806045152
0.5814070351758793,4.12524698117453,0.74891142278557
0.5839195979899497,4.114840471011775,0.7385986649666243
0.5864321608040202,4.104433960849021,0.7282859071476785
0.5889447236180905,4.0940274506862675,0.7179731493287332
0.5914572864321608,4.084666859722341,0.7092044629929308
0.5939698492462311,4.0767458989864584,0.7025610765692873
0.5964824120603015,4.068824938250575,0.6959176901456435
0.5989949748743719,4.060903977514692,0.6892743037219997
0.6015075376884422,4.05298301677881,0.6826309172983562
0.6040201005025125,4.0450620560429265,0.6759875308747126
0.6065326633165828,4.037141095307044,0.6693441444510692
0.6090452261306533,4.029220134571161,0.6627007580274253
0.6115577889447237,4.021299173835278,0.6560573716037815
0.614070351758794,4.013378213099395,0.6494139851801379
0.6165829145728643,4.005457252363513,0.6427705987564944
0.6190954773869346,3.99753629162763,0.636127212332851
0.621608040201005,3.9909132780466754,0.6307515799858187
0.6241206030150754,3.9849016246878564,0.6259730862903473
0.6266331658291457,3.9788899713290378,0.6211945925948762
0.629145728643216,3.972878317970219,0.6164160988994051
0.6316582914572864,3.9668666646114006,0.6116376052039338
0.6341708542713568,3.960855011252582,0.6068591115084625
0.6366834170854272,3.954843357893763,0.6020806178129912
0.6391959798994975,3.9488317045349444,0.59730212411752
0.6417085427135678,3.9428200511761258,0.5925236304220489
0.6442211055276381,3.9368083978173076,0.5877451367265778
0.6467336683417085,3.9307967444584886,0.5829666430311063
0.649246231155779,3.92478509109967,0.578188149335635
0.6517587939698493,3.9187734377408514,0.5734096556401639
0.6542713567839196,3.9137793513019643,0.5699504962830682
0.6567839195979899,3.9092110552763817,0.5670433988122431
0.6592964824120603,3.904642759250799,0.5641363013414178
0.6618090452261307,3.900074463225217,0.5612292038705925
0.664321608040201,3.8955061671996343,0.5583221063997673
0.6668341708542713,3.890937871174052,0.5554150089289422
